Base Decision Tree Model

9531, pred: pos, actual: neg BAD
10277, pred: neg, actual: neg GOOD
10278, pred: pos, actual: pos GOOD
10279, pred: pos, actual: pos GOOD
10280, pred: neg, actual: neg GOOD
10281, pred: pos, actual: pos GOOD
10282, pred: pos, actual: pos GOOD
10283, pred: pos, actual: pos GOOD
10284, pred: pos, actual: neg BAD
10285, pred: pos, actual: neg BAD
10286, pred: pos, actual: neg BAD
10287, pred: neg, actual: neg GOOD
10288, pred: neg, actual: neg GOOD
10289, pred: pos, actual: pos GOOD
10290, pred: neg, actual: neg GOOD
10291, pred: neg, actual: neg GOOD
10292, pred: neg, actual: neg GOOD
10293, pred: pos, actual: pos GOOD
10294, pred: pos, actual: neg BAD
10295, pred: neg, actual: neg GOOD
10296, pred: neg, actual: neg GOOD
10297, pred: neg, actual: pos BAD
10298, pred: pos, actual: pos GOOD
10299, pred: pos, actual: neg BAD
10300, pred: pos, actual: neg BAD
10301, pred: pos, actual: pos GOOD
10302, pred: neg, actual: neg GOOD
10303, pred: pos, actual: neg BAD
10304, pred: neg, actual: pos BAD
10305, pred: neg, actual: neg GOOD
10306, pred: pos, actual: pos GOOD
10307, pred: pos, actual: pos GOOD
10308, pred: neg, actual: pos BAD
10309, pred: pos, actual: pos GOOD
10310, pred: neg, actual: neg GOOD
10311, pred: pos, actual: pos GOOD
10312, pred: neg, actual: neg GOOD
10313, pred: pos, actual: pos GOOD
10314, pred: pos, actual: pos GOOD
10315, pred: pos, actual: pos GOOD
10316, pred: pos, actual: pos GOOD
10317, pred: pos, actual: neg BAD
10318, pred: neg, actual: neg GOOD
10319, pred: pos, actual: pos GOOD
10320, pred: pos, actual: neg BAD
10321, pred: neg, actual: neg GOOD
10322, pred: neg, actual: neg GOOD
10323, pred: pos, actual: pos GOOD
10324, pred: neg, actual: neg GOOD
10325, pred: pos, actual: pos GOOD
10326, pred: neg, actual: neg GOOD
10327, pred: pos, actual: neg BAD
10328, pred: neg, actual: neg GOOD
10329, pred: neg, actual: neg GOOD
10330, pred: pos, actual: neg BAD
10331, pred: pos, actual: pos GOOD
10332, pred: neg, actual: neg GOOD
10333, pred: pos, actual: pos GOOD
10334, pred: pos, actual: pos GOOD
10335, pred: neg, actual: pos BAD
10336, pred: pos, actual: pos GOOD
10337, pred: neg, actual: pos BAD
10338, pred: neg, actual: neg GOOD
10339, pred: neg, actual: neg GOOD
10340, pred: neg, actual: neg GOOD
10341, pred: neg, actual: pos BAD
10342, pred: neg, actual: neg GOOD
10343, pred: pos, actual: pos GOOD
10344, pred: pos, actual: pos GOOD
10345, pred: pos, actual: pos GOOD
10346, pred: neg, actual: neg GOOD
10347, pred: pos, actual: pos GOOD
10348, pred: neg, actual: pos BAD
10349, pred: pos, actual: pos GOOD
10350, pred: neg, actual: neg GOOD
10351, pred: pos, actual: neg BAD
10352, pred: pos, actual: neg BAD
10353, pred: pos, actual: pos GOOD
10354, pred: pos, actual: pos GOOD
10355, pred: pos, actual: neg BAD
10356, pred: pos, actual: pos GOOD
10357, pred: pos, actual: pos GOOD
10358, pred: pos, actual: pos GOOD
10359, pred: neg, actual: pos BAD
10360, pred: pos, actual: pos GOOD
10361, pred: neg, actual: neg GOOD
10362, pred: neg, actual: pos BAD
10363, pred: neg, actual: pos BAD
10364, pred: pos, actual: pos GOOD
10365, pred: neg, actual: neg GOOD
10366, pred: neg, actual: pos BAD
10367, pred: pos, actual: pos GOOD
10368, pred: pos, actual: pos GOOD
10369, pred: pos, actual: pos GOOD
10370, pred: neg, actual: neg GOOD
10371, pred: neg, actual: neg GOOD
10372, pred: neg, actual: neg GOOD
10373, pred: pos, actual: pos GOOD
10374, pred: pos, actual: neg BAD
10375, pred: neg, actual: neg GOOD
10376, pred: pos, actual: pos GOOD
10377, pred: neg, actual: pos BAD
10378, pred: pos, actual: pos GOOD
10379, pred: pos, actual: neg BAD
10380, pred: pos, actual: neg BAD
10381, pred: neg, actual: neg GOOD
10382, pred: neg, actual: neg GOOD
10383, pred: pos, actual: pos GOOD
10384, pred: neg, actual: neg GOOD
10385, pred: pos, actual: pos GOOD
10386, pred: pos, actual: neg BAD
10387, pred: pos, actual: neg BAD
10388, pred: neg, actual: pos BAD
10389, pred: pos, actual: pos GOOD
10390, pred: pos, actual: pos GOOD
10391, pred: pos, actual: pos GOOD
10392, pred: pos, actual: pos GOOD
10393, pred: pos, actual: pos GOOD
10394, pred: pos, actual: pos GOOD
10395, pred: neg, actual: neg GOOD
10396, pred: neg, actual: neg GOOD
10397, pred: neg, actual: neg GOOD
10398, pred: pos, actual: pos GOOD
10399, pred: pos, actual: pos GOOD
10400, pred: neg, actual: neg GOOD
10401, pred: pos, actual: pos GOOD
10402, pred: pos, actual: neg BAD
10403, pred: pos, actual: pos GOOD
10404, pred: neg, actual: neg GOOD
10405, pred: neg, actual: neg GOOD
10406, pred: neg, actual: neg GOOD
10407, pred: neg, actual: pos BAD
10408, pred: neg, actual: neg GOOD
10409, pred: neg, actual: pos BAD
10410, pred: neg, actual: pos BAD
10411, pred: pos, actual: pos GOOD
10412, pred: pos, actual: neg BAD
10413, pred: pos, actual: pos GOOD
10414, pred: neg, actual: neg GOOD
10415, pred: neg, actual: neg GOOD
10416, pred: pos, actual: neg BAD
10417, pred: neg, actual: neg GOOD
10418, pred: neg, actual: neg GOOD
10419, pred: pos, actual: pos GOOD
10420, pred: pos, actual: pos GOOD
10421, pred: neg, actual: neg GOOD
10422, pred: neg, actual: neg GOOD
10423, pred: pos, actual: pos GOOD
10424, pred: neg, actual: neg GOOD
10425, pred: neg, actual: pos BAD
10426, pred: pos, actual: pos GOOD
10427, pred: pos, actual: pos GOOD
10428, pred: neg, actual: pos BAD
10429, pred: pos, actual: neg BAD
10430, pred: neg, actual: neg GOOD
10431, pred: neg, actual: neg GOOD
10432, pred: pos, actual: pos GOOD
10433, pred: pos, actual: pos GOOD
10434, pred: pos, actual: pos GOOD
10435, pred: neg, actual: pos BAD
10436, pred: pos, actual: neg BAD
10437, pred: pos, actual: neg BAD
10438, pred: pos, actual: pos GOOD
10439, pred: pos, actual: pos GOOD
10440, pred: neg, actual: neg GOOD
10441, pred: neg, actual: neg GOOD
10442, pred: pos, actual: pos GOOD
10443, pred: pos, actual: pos GOOD
10444, pred: pos, actual: neg BAD
10445, pred: neg, actual: pos BAD
10446, pred: neg, actual: neg GOOD
10447, pred: neg, actual: neg GOOD
10448, pred: pos, actual: pos GOOD
10449, pred: pos, actual: pos GOOD
10450, pred: pos, actual: pos GOOD
10451, pred: pos, actual: pos GOOD
10452, pred: neg, actual: neg GOOD
10453, pred: neg, actual: neg GOOD
10454, pred: pos, actual: pos GOOD
10455, pred: neg, actual: neg GOOD
10456, pred: pos, actual: pos GOOD
10457, pred: neg, actual: neg GOOD
10458, pred: neg, actual: neg GOOD
10459, pred: neg, actual: neg GOOD
10460, pred: pos, actual: pos GOOD
10461, pred: pos, actual: pos GOOD
10462, pred: pos, actual: pos GOOD
10463, pred: pos, actual: pos GOOD
10464, pred: neg, actual: pos BAD
10465, pred: pos, actual: pos GOOD
10466, pred: pos, actual: neg BAD
10467, pred: neg, actual: pos BAD
10468, pred: neg, actual: neg GOOD
10469, pred: pos, actual: pos GOOD
10470, pred: pos, actual: pos GOOD
10471, pred: neg, actual: neg GOOD
10472, pred: pos, actual: pos GOOD
10473, pred: pos, actual: pos GOOD
10474, pred: neg, actual: neg GOOD
10475, pred: pos, actual: pos GOOD
10476, pred: neg, actual: neg GOOD
10477, pred: neg, actual: neg GOOD
10478, pred: pos, actual: pos GOOD
10479, pred: pos, actual: pos GOOD
10480, pred: neg, actual: neg GOOD
10481, pred: pos, actual: pos GOOD
10482, pred: neg, actual: neg GOOD
10483, pred: neg, actual: neg GOOD
10484, pred: pos, actual: neg BAD
10485, pred: pos, actual: pos GOOD
10486, pred: pos, actual: neg BAD
10487, pred: neg, actual: pos BAD
10488, pred: neg, actual: neg GOOD
10489, pred: pos, actual: pos GOOD
10490, pred: neg, actual: neg GOOD
10491, pred: pos, actual: neg BAD
10492, pred: pos, actual: neg BAD
10493, pred: pos, actual: pos GOOD
10494, pred: pos, actual: pos GOOD
10495, pred: pos, actual: neg BAD
10496, pred: pos, actual: pos GOOD
10497, pred: neg, actual: neg GOOD
10498, pred: neg, actual: neg GOOD
10499, pred: neg, actual: neg GOOD
10500, pred: neg, actual: pos BAD
10501, pred: pos, actual: pos GOOD
10502, pred: neg, actual: pos BAD
10503, pred: pos, actual: pos GOOD
10504, pred: neg, actual: neg GOOD
10505, pred: pos, actual: pos GOOD
10506, pred: neg, actual: neg GOOD
10507, pred: neg, actual: neg GOOD
10508, pred: pos, actual: neg BAD
10509, pred: pos, actual: pos GOOD
10510, pred: neg, actual: pos BAD
10511, pred: pos, actual: pos GOOD
10512, pred: pos, actual: pos GOOD
10513, pred: pos, actual: pos GOOD
10514, pred: neg, actual: pos BAD
10515, pred: pos, actual: neg BAD
10516, pred: neg, actual: neg GOOD
10517, pred: neg, actual: neg GOOD
10518, pred: neg, actual: neg GOOD
10519, pred: pos, actual: pos GOOD
10520, pred: neg, actual: pos BAD
10521, pred: neg, actual: neg GOOD
10522, pred: pos, actual: neg BAD
10523, pred: neg, actual: pos BAD
10524, pred: pos, actual: pos GOOD
10525, pred: neg, actual: pos BAD
10526, pred: neg, actual: neg GOOD
10527, pred: pos, actual: pos GOOD
10528, pred: neg, actual: pos BAD
10529, pred: neg, actual: neg GOOD
10530, pred: neg, actual: neg GOOD
10531, pred: pos, actual: pos GOOD
10532, pred: pos, actual: pos GOOD
10533, pred: pos, actual: pos GOOD
10534, pred: pos, actual: neg BAD
10535, pred: pos, actual: neg BAD
10536, pred: neg, actual: neg GOOD
10537, pred: pos, actual: neg BAD
10538, pred: neg, actual: neg GOOD
10539, pred: pos, actual: pos GOOD
10540, pred: neg, actual: neg GOOD
10541, pred: pos, actual: pos GOOD
10542, pred: pos, actual: pos GOOD
10543, pred: neg, actual: neg GOOD
10544, pred: neg, actual: neg GOOD
10545, pred: pos, actual: neg BAD
10546, pred: neg, actual: pos BAD
10547, pred: neg, actual: neg GOOD
10548, pred: pos, actual: neg BAD
10549, pred: neg, actual: neg GOOD
10550, pred: pos, actual: neg BAD
10551, pred: neg, actual: pos BAD
10552, pred: pos, actual: pos GOOD
10553, pred: pos, actual: neg BAD
10554, pred: neg, actual: pos BAD
10555, pred: neg, actual: pos BAD
10556, pred: pos, actual: pos GOOD
10557, pred: pos, actual: neg BAD
10558, pred: pos, actual: pos GOOD
10559, pred: pos, actual: neg BAD
10560, pred: neg, actual: neg GOOD
10561, pred: pos, actual: pos GOOD
10562, pred: neg, actual: neg GOOD
10563, pred: pos, actual: pos GOOD
10564, pred: pos, actual: pos GOOD
10565, pred: pos, actual: pos GOOD
10566, pred: neg, actual: neg GOOD
10567, pred: neg, actual: neg GOOD
10568, pred: neg, actual: neg GOOD
10569, pred: neg, actual: neg GOOD
10570, pred: neg, actual: neg GOOD
10571, pred: pos, actual: pos GOOD
10572, pred: neg, actual: pos BAD
10573, pred: neg, actual: neg GOOD
10574, pred: neg, actual: neg GOOD
10575, pred: pos, actual: neg BAD
10576, pred: pos, actual: pos GOOD
10577, pred: neg, actual: neg GOOD
10578, pred: neg, actual: neg GOOD
10579, pred: pos, actual: neg BAD
10580, pred: neg, actual: neg GOOD
10581, pred: pos, actual: neg BAD
10582, pred: neg, actual: neg GOOD
10583, pred: neg, actual: pos BAD
10584, pred: pos, actual: pos GOOD
10585, pred: pos, actual: pos GOOD
10586, pred: neg, actual: neg GOOD
10587, pred: neg, actual: pos BAD
10588, pred: neg, actual: neg GOOD
10589, pred: pos, actual: pos GOOD
10590, pred: pos, actual: pos GOOD
10591, pred: neg, actual: pos BAD
10592, pred: pos, actual: neg BAD
10593, pred: pos, actual: neg BAD
10594, pred: pos, actual: pos GOOD
10595, pred: pos, actual: neg BAD
10596, pred: pos, actual: pos GOOD
10597, pred: neg, actual: neg GOOD
10598, pred: pos, actual: pos GOOD
10599, pred: pos, actual: pos GOOD
10600, pred: pos, actual: pos GOOD
10601, pred: pos, actual: pos GOOD
10602, pred: pos, actual: pos GOOD
10603, pred: neg, actual: neg GOOD
10604, pred: neg, actual: pos BAD
10605, pred: pos, actual: neg BAD
10606, pred: neg, actual: pos BAD
10607, pred: neg, actual: pos BAD
10608, pred: pos, actual: pos GOOD
10609, pred: neg, actual: pos BAD
10610, pred: neg, actual: neg GOOD
10611, pred: pos, actual: pos GOOD
10612, pred: pos, actual: pos GOOD
10613, pred: neg, actual: neg GOOD
10614, pred: pos, actual: neg BAD
10615, pred: pos, actual: pos GOOD
10616, pred: neg, actual: neg GOOD
10617, pred: neg, actual: pos BAD
10618, pred: pos, actual: pos GOOD
10619, pred: neg, actual: neg GOOD
10620, pred: pos, actual: pos GOOD
10621, pred: pos, actual: neg BAD
10622, pred: pos, actual: pos GOOD
10623, pred: neg, actual: neg GOOD
10624, pred: neg, actual: neg GOOD
10625, pred: neg, actual: neg GOOD
10626, pred: pos, actual: pos GOOD
10627, pred: neg, actual: neg GOOD
10628, pred: neg, actual: neg GOOD
10629, pred: pos, actual: neg BAD
10630, pred: neg, actual: pos BAD
10631, pred: pos, actual: pos GOOD
10632, pred: neg, actual: neg GOOD
10633, pred: neg, actual: neg GOOD
10634, pred: neg, actual: neg GOOD
10635, pred: neg, actual: neg GOOD
10636, pred: neg, actual: neg GOOD
10637, pred: neg, actual: neg GOOD
10638, pred: neg, actual: neg GOOD
10639, pred: pos, actual: pos GOOD
10640, pred: pos, actual: neg BAD
10641, pred: pos, actual: neg BAD
10642, pred: pos, actual: pos GOOD
10643, pred: neg, actual: neg GOOD
10644, pred: pos, actual: pos GOOD
10645, pred: neg, actual: pos BAD
10646, pred: neg, actual: neg GOOD
10647, pred: neg, actual: neg GOOD
10648, pred: neg, actual: pos BAD
10649, pred: pos, actual: pos GOOD
10650, pred: neg, actual: neg GOOD
10651, pred: neg, actual: neg GOOD
10652, pred: neg, actual: neg GOOD
10653, pred: pos, actual: pos GOOD
10654, pred: pos, actual: pos GOOD
10655, pred: pos, actual: pos GOOD
10656, pred: neg, actual: neg GOOD
10657, pred: pos, actual: neg BAD
10658, pred: pos, actual: pos GOOD
10659, pred: pos, actual: pos GOOD
10660, pred: neg, actual: neg GOOD
10661, pred: pos, actual: pos GOOD
10662, pred: neg, actual: pos BAD
10663, pred: pos, actual: pos GOOD
10664, pred: pos, actual: pos GOOD
10665, pred: pos, actual: neg BAD
10666, pred: pos, actual: pos GOOD
10667, pred: neg, actual: neg GOOD
10668, pred: pos, actual: neg BAD
10669, pred: pos, actual: pos GOOD
10670, pred: neg, actual: neg GOOD
10671, pred: pos, actual: pos GOOD
10672, pred: neg, actual: pos BAD
10673, pred: neg, actual: pos BAD
10674, pred: pos, actual: pos GOOD
10675, pred: neg, actual: pos BAD
10676, pred: pos, actual: pos GOOD
10677, pred: pos, actual: pos GOOD
10678, pred: pos, actual: neg BAD
10679, pred: neg, actual: neg GOOD
10680, pred: pos, actual: pos GOOD
10681, pred: neg, actual: neg GOOD
10682, pred: neg, actual: pos BAD
10683, pred: pos, actual: neg BAD
10684, pred: neg, actual: neg GOOD
10685, pred: neg, actual: pos BAD
10686, pred: neg, actual: neg GOOD
10687, pred: pos, actual: pos GOOD
10688, pred: neg, actual: neg GOOD
10689, pred: pos, actual: pos GOOD
10690, pred: pos, actual: pos GOOD
10691, pred: pos, actual: pos GOOD
10692, pred: pos, actual: pos GOOD
10693, pred: neg, actual: pos BAD
10694, pred: neg, actual: neg GOOD
10695, pred: pos, actual: neg BAD
10696, pred: pos, actual: neg BAD
10697, pred: neg, actual: neg GOOD
10698, pred: pos, actual: neg BAD
10699, pred: neg, actual: neg GOOD
10700, pred: pos, actual: pos GOOD
10701, pred: neg, actual: neg GOOD
10702, pred: pos, actual: pos GOOD
10703, pred: neg, actual: neg GOOD
10704, pred: pos, actual: neg BAD
10705, pred: neg, actual: pos BAD
10706, pred: neg, actual: neg GOOD
10707, pred: neg, actual: pos BAD
10708, pred: neg, actual: neg GOOD
10709, pred: pos, actual: pos GOOD
10710, pred: pos, actual: neg BAD
10711, pred: pos, actual: neg BAD
10712, pred: pos, actual: pos GOOD
10713, pred: pos, actual: neg BAD
10714, pred: pos, actual: pos GOOD
10715, pred: neg, actual: pos BAD
10716, pred: pos, actual: pos GOOD
10717, pred: neg, actual: pos BAD
10718, pred: pos, actual: neg BAD
10719, pred: pos, actual: pos GOOD
10720, pred: neg, actual: neg GOOD
10721, pred: neg, actual: neg GOOD
10722, pred: neg, actual: neg GOOD
10723, pred: pos, actual: neg BAD
10724, pred: pos, actual: pos GOOD
10725, pred: neg, actual: neg GOOD
10726, pred: pos, actual: pos GOOD
10727, pred: pos, actual: pos GOOD
10728, pred: pos, actual: pos GOOD
10729, pred: neg, actual: neg GOOD
10730, pred: neg, actual: neg GOOD
10731, pred: pos, actual: pos GOOD
10732, pred: neg, actual: pos BAD
10733, pred: pos, actual: neg BAD
10734, pred: neg, actual: neg GOOD
10735, pred: neg, actual: neg GOOD
10736, pred: neg, actual: neg GOOD
10737, pred: neg, actual: neg GOOD
10738, pred: pos, actual: neg BAD
10739, pred: neg, actual: neg GOOD
10740, pred: pos, actual: pos GOOD
10741, pred: pos, actual: pos GOOD
10742, pred: pos, actual: pos GOOD
10743, pred: neg, actual: neg GOOD
10744, pred: pos, actual: neg BAD
10745, pred: neg, actual: neg GOOD
10746, pred: neg, actual: pos BAD
10747, pred: pos, actual: pos GOOD
10748, pred: neg, actual: neg GOOD
10749, pred: pos, actual: neg BAD
10750, pred: neg, actual: pos BAD
10751, pred: pos, actual: pos GOOD
10752, pred: neg, actual: pos BAD
10753, pred: neg, actual: neg GOOD
10754, pred: pos, actual: pos GOOD
10755, pred: pos, actual: pos GOOD
10756, pred: pos, actual: neg BAD
10757, pred: pos, actual: pos GOOD
10758, pred: neg, actual: neg GOOD
10759, pred: neg, actual: neg GOOD
10760, pred: neg, actual: pos BAD
10761, pred: neg, actual: neg GOOD
10762, pred: pos, actual: pos GOOD
10763, pred: neg, actual: neg GOOD
10764, pred: neg, actual: pos BAD
10765, pred: pos, actual: pos GOOD
10766, pred: neg, actual: neg GOOD
10767, pred: neg, actual: neg GOOD
10768, pred: neg, actual: pos BAD
10769, pred: neg, actual: neg GOOD
10770, pred: neg, actual: pos BAD
10771, pred: pos, actual: pos GOOD
10772, pred: neg, actual: pos BAD
10773, pred: neg, actual: pos BAD
10774, pred: neg, actual: neg GOOD
10775, pred: neg, actual: pos BAD
10776, pred: pos, actual: pos GOOD
10777, pred: neg, actual: neg GOOD
10778, pred: neg, actual: neg GOOD
10779, pred: neg, actual: neg GOOD
10780, pred: pos, actual: neg BAD
10781, pred: neg, actual: neg GOOD
10782, pred: neg, actual: neg GOOD
10783, pred: neg, actual: neg GOOD
10784, pred: neg, actual: pos BAD
10785, pred: pos, actual: pos GOOD
10786, pred: neg, actual: neg GOOD
10787, pred: neg, actual: neg GOOD
10788, pred: pos, actual: neg BAD
10789, pred: pos, actual: pos GOOD
10790, pred: pos, actual: pos GOOD
10791, pred: neg, actual: neg GOOD
10792, pred: neg, actual: pos BAD
10793, pred: neg, actual: pos BAD
10794, pred: neg, actual: pos BAD
10795, pred: neg, actual: neg GOOD
10796, pred: pos, actual: neg BAD
10797, pred: neg, actual: neg GOOD
10798, pred: pos, actual: neg BAD
10799, pred: neg, actual: neg GOOD
10800, pred: neg, actual: neg GOOD
10801, pred: pos, actual: pos GOOD
10802, pred: neg, actual: neg GOOD
10803, pred: neg, actual: pos BAD
10804, pred: neg, actual: neg GOOD
10805, pred: neg, actual: neg GOOD
10806, pred: neg, actual: neg GOOD
10807, pred: neg, actual: pos BAD
10808, pred: neg, actual: neg GOOD
10809, pred: neg, actual: neg GOOD
10810, pred: pos, actual: pos GOOD
10811, pred: pos, actual: pos GOOD
10812, pred: pos, actual: pos GOOD
10813, pred: pos, actual: neg BAD
10814, pred: neg, actual: neg GOOD
10815, pred: pos, actual: pos GOOD
10816, pred: pos, actual: pos GOOD
10817, pred: pos, actual: pos GOOD
10818, pred: neg, actual: pos BAD
10819, pred: pos, actual: pos GOOD
10820, pred: neg, actual: neg GOOD
10821, pred: pos, actual: neg BAD
10822, pred: neg, actual: neg GOOD
10823, pred: pos, actual: pos GOOD
10824, pred: pos, actual: neg BAD
10825, pred: neg, actual: neg GOOD
10826, pred: pos, actual: pos GOOD
10827, pred: neg, actual: neg GOOD
10828, pred: pos, actual: pos GOOD
10829, pred: pos, actual: pos GOOD
10830, pred: pos, actual: neg BAD
10831, pred: pos, actual: pos GOOD
10832, pred: neg, actual: neg GOOD
10833, pred: neg, actual: pos BAD
10834, pred: pos, actual: pos GOOD
10835, pred: neg, actual: pos BAD
10836, pred: neg, actual: pos BAD
10837, pred: pos, actual: neg BAD
10838, pred: pos, actual: pos GOOD
10839, pred: neg, actual: neg GOOD
10840, pred: neg, actual: neg GOOD
10841, pred: neg, actual: neg GOOD
10842, pred: neg, actual: neg GOOD
10843, pred: neg, actual: pos BAD
10844, pred: neg, actual: neg GOOD
10845, pred: neg, actual: neg GOOD
10846, pred: pos, actual: pos GOOD
10847, pred: pos, actual: neg BAD
10848, pred: neg, actual: pos BAD
10849, pred: neg, actual: neg GOOD
10850, pred: neg, actual: pos BAD
10851, pred: neg, actual: neg GOOD
10852, pred: neg, actual: pos BAD
10853, pred: pos, actual: pos GOOD
10854, pred: pos, actual: neg BAD
10855, pred: neg, actual: neg GOOD
10856, pred: neg, actual: neg GOOD
10857, pred: pos, actual: neg BAD
10858, pred: neg, actual: neg GOOD
10859, pred: pos, actual: neg BAD
10860, pred: neg, actual: neg GOOD
10861, pred: pos, actual: pos GOOD
10862, pred: pos, actual: neg BAD
10863, pred: pos, actual: pos GOOD
10864, pred: pos, actual: neg BAD
10865, pred: neg, actual: neg GOOD
10866, pred: neg, actual: neg GOOD
10867, pred: pos, actual: neg BAD
10868, pred: neg, actual: neg GOOD
10869, pred: pos, actual: pos GOOD
10870, pred: pos, actual: pos GOOD
10871, pred: pos, actual: neg BAD
10872, pred: neg, actual: pos BAD
10873, pred: neg, actual: neg GOOD
10874, pred: pos, actual: neg BAD
10875, pred: neg, actual: neg GOOD
10876, pred: pos, actual: neg BAD
10877, pred: pos, actual: pos GOOD
10878, pred: neg, actual: pos BAD
10879, pred: pos, actual: pos GOOD
10880, pred: pos, actual: neg BAD
10881, pred: neg, actual: neg GOOD
10882, pred: neg, actual: neg GOOD
10883, pred: neg, actual: pos BAD
10884, pred: pos, actual: neg BAD
10885, pred: neg, actual: neg GOOD
10886, pred: neg, actual: neg GOOD
10887, pred: pos, actual: neg BAD
10888, pred: neg, actual: pos BAD
10889, pred: neg, actual: pos BAD
10890, pred: neg, actual: neg GOOD
10891, pred: pos, actual: neg BAD
10892, pred: pos, actual: pos GOOD
10893, pred: pos, actual: pos GOOD
10894, pred: neg, actual: neg GOOD
10895, pred: pos, actual: pos GOOD
10896, pred: pos, actual: neg BAD
10897, pred: neg, actual: neg GOOD
10898, pred: pos, actual: neg BAD
10899, pred: neg, actual: neg GOOD
10900, pred: neg, actual: neg GOOD
10901, pred: neg, actual: neg GOOD
10902, pred: neg, actual: neg GOOD
10903, pred: neg, actual: neg GOOD
10904, pred: neg, actual: pos BAD
10905, pred: pos, actual: neg BAD
10906, pred: neg, actual: neg GOOD
10907, pred: neg, actual: neg GOOD
10908, pred: pos, actual: neg BAD
10909, pred: pos, actual: neg BAD
10910, pred: neg, actual: neg GOOD
10911, pred: neg, actual: neg GOOD
10912, pred: pos, actual: pos GOOD
10913, pred: neg, actual: neg GOOD
10914, pred: neg, actual: pos BAD
10915, pred: pos, actual: pos GOOD
10916, pred: neg, actual: pos BAD
10917, pred: neg, actual: neg GOOD
10918, pred: pos, actual: neg BAD
10919, pred: pos, actual: neg BAD
10920, pred: pos, actual: pos GOOD
10921, pred: neg, actual: pos BAD
10922, pred: neg, actual: pos BAD
10923, pred: neg, actual: neg GOOD
10924, pred: neg, actual: neg GOOD
10925, pred: pos, actual: pos GOOD
10926, pred: pos, actual: pos GOOD
10927, pred: neg, actual: neg GOOD
10928, pred: pos, actual: pos GOOD
10929, pred: neg, actual: pos BAD
10930, pred: neg, actual: pos BAD
10931, pred: pos, actual: neg BAD
10932, pred: pos, actual: pos GOOD
10933, pred: pos, actual: pos GOOD
10934, pred: neg, actual: pos BAD
10935, pred: neg, actual: neg GOOD
10936, pred: neg, actual: pos BAD
10937, pred: neg, actual: pos BAD
10938, pred: pos, actual: pos GOOD
10939, pred: neg, actual: neg GOOD
10940, pred: neg, actual: neg GOOD
10941, pred: pos, actual: pos GOOD
10942, pred: pos, actual: pos GOOD
10943, pred: neg, actual: pos BAD
10944, pred: pos, actual: pos GOOD
10945, pred: pos, actual: pos GOOD
10946, pred: pos, actual: neg BAD
10947, pred: neg, actual: neg GOOD
10948, pred: pos, actual: neg BAD
10949, pred: neg, actual: pos BAD
10950, pred: neg, actual: pos BAD
10951, pred: neg, actual: neg GOOD
10952, pred: pos, actual: pos GOOD
10953, pred: neg, actual: neg GOOD
10954, pred: neg, actual: neg GOOD
10955, pred: neg, actual: neg GOOD
10956, pred: pos, actual: pos GOOD
10957, pred: neg, actual: neg GOOD
10958, pred: neg, actual: neg GOOD
10959, pred: neg, actual: neg GOOD
10960, pred: neg, actual: pos BAD
10961, pred: neg, actual: neg GOOD
10962, pred: neg, actual: neg GOOD
10963, pred: pos, actual: pos GOOD
10964, pred: pos, actual: pos GOOD
10965, pred: neg, actual: neg GOOD
10966, pred: pos, actual: neg BAD
10967, pred: pos, actual: neg BAD
10968, pred: neg, actual: neg GOOD
10969, pred: neg, actual: neg GOOD
10970, pred: neg, actual: neg GOOD
10971, pred: neg, actual: neg GOOD
10972, pred: pos, actual: neg BAD
10973, pred: neg, actual: neg GOOD
10974, pred: pos, actual: pos GOOD
10975, pred: pos, actual: pos GOOD
10976, pred: pos, actual: pos GOOD
10977, pred: neg, actual: neg GOOD
10978, pred: pos, actual: pos GOOD
10979, pred: pos, actual: neg BAD
10980, pred: pos, actual: pos GOOD
10981, pred: neg, actual: neg GOOD
10982, pred: pos, actual: neg BAD
10983, pred: pos, actual: neg BAD
10984, pred: neg, actual: neg GOOD
10985, pred: pos, actual: neg BAD
10986, pred: pos, actual: neg BAD
10987, pred: pos, actual: pos GOOD
10988, pred: pos, actual: pos GOOD
10989, pred: pos, actual: pos GOOD
10990, pred: neg, actual: pos BAD
10991, pred: pos, actual: pos GOOD
10992, pred: neg, actual: neg GOOD
10993, pred: pos, actual: pos GOOD
10994, pred: neg, actual: neg GOOD
10995, pred: neg, actual: pos BAD
10996, pred: pos, actual: pos GOOD
10997, pred: pos, actual: neg BAD
10998, pred: neg, actual: neg GOOD
10999, pred: neg, actual: neg GOOD
11000, pred: neg, actual: pos BAD
11001, pred: neg, actual: pos BAD
11002, pred: neg, actual: neg GOOD
11003, pred: neg, actual: neg GOOD
11004, pred: pos, actual: pos GOOD
11005, pred: neg, actual: neg GOOD
11006, pred: pos, actual: neg BAD
11007, pred: neg, actual: neg GOOD
11008, pred: neg, actual: neg GOOD
11009, pred: pos, actual: pos GOOD
11010, pred: pos, actual: neg BAD
11011, pred: pos, actual: neg BAD
11012, pred: neg, actual: neg GOOD
11013, pred: pos, actual: neg BAD
11014, pred: neg, actual: pos BAD
11015, pred: pos, actual: neg BAD
11016, pred: neg, actual: pos BAD
11017, pred: pos, actual: pos GOOD
11018, pred: pos, actual: pos GOOD
11019, pred: neg, actual: pos BAD
11020, pred: pos, actual: neg BAD
11021, pred: pos, actual: neg BAD
11022, pred: neg, actual: neg GOOD
11023, pred: pos, actual: pos GOOD
